#GI	Number_of_domains	Repeated_domain?	Embedded_domain(s)?
pfam21_O04582_O04582_ARATH	2	1	0
up_Q946Z8_Q946Z8_GUITH	2	0	0
up_Q41690_Q41690_9FABA	2	0	0
up_Q8W413_INV4_ARATH	2	0	0
up_Q9LRI9_Q9LRI9_WHEAT	2	0	0
up_Q9SW76_Q9SW76_MENLO	2	0	0
up_Q947A1_Q947A1_PRILA	2	0	0
up_Q9SYP1_Q9SYP1_ARATH	5	1	0
up_Q8VZX0_Q8VZX0_VIGUN	2	0	0
up_Q941N6_Q941N6_PHYCI	3	0	0
up_Q9FVG1_Q9FVG1_BRAJU	2	1	0
up_O81145_O81145_SOLTU	2	0	0
up_Q9FS92_Q9FS92_SAMSA	8	1	0
up_Q9S7E7_Q9S7E7_ARATH	2	0	0
pfam21_Q94A28_Q94A28_ARATH	2	0	0
up_Q9LXA8_BXL6_ARATH	2	0	0
up_Q43186_Q43186_SOLTU	2	0	0
up_Q9SMI1_Q9SMI1_CARPA	2	0	0
up_Q946Z9_Q946Z9_PRILA	2	0	0
up_Q41698_Q41698_VICSA	2	0	0
up_O24596_O24596_MAIZE	2	0	0
pfam21_Q9FE16_Q9FE16_ARATH	3	1	0
up_Q9XJ29_Q9XJ29_ORYSJ	2	0	0
up_Q9AR04_AMS1_ARTAN	2	0	0
up_O48914_O48914_MARPO	4	0	0
up_O04372_O04372_ASPOF	2	0	0
up_O81118_O81118_WHEAT	2	0	0
pfam21_Q9LQJ5_Q9LQJ5_ARATH	2	0	0
up_P93327_P93327_MEDTR	2	0	0
up_Q9LNB1_Q9LNB1_ARATH	2	0	0
up_Q9M5D3_Q9M5D3_ARAHY	2	0	0
up_Q9FXD9_Q9FXD9_ARATH	2	1	0
up_Q9ZRA6_Q9ZRA6_CHLMO	2	1	0
up_Q9FH48_Q9FH48_ARATH	3	0	0
up_Q9LJU4_Q9LJU4_ARATH	2	0	0
up_Q9LK34_Q9LK34_ARATH	2	0	0
up_Q9M7F8_Q9M7F8_ARAMC	2	0	0
up_Q9FXY6_Q9FXY6_ARTAN	2	0	0
pfam21_Q9T0B6_Q9T0B6_ARATH	2	0	0
up_Q9FUY8_Q9FUY8_TOBAC	2	0	0
up_Q9SC16_Q9SC16_SOLTU	2	0	0
up_Q93V53_Q93V53_RHDSA	2	0	0
up_O22733_O22733_ARATH	2	0	0
up_Q9XFW0_Q9XFW0_BUDAS	2	0	0
up_P93680_P93680_PERAE	2	0	0
up_O48910_O48910_SPIOL	4	0	0
up_Q947A2_Q947A2_9FLOR	2	0	0
up_Q96577_Q96577_SOLLC	2	0	0
up_Q99367_Q99367_SOYBN	19	1	0
up_Q9FSV7_Q9FSV7_FESAR	2	0	0
pfam21_Q9LPX7_Q9LPX7_ARATH	2	0	0
up_Q9SWW0_Q9SWW0_SOLLC	2	0	0
up_Q8SA95_Q8SA95_MAIZE	2	0	0
up_Q9LEB2_Q9LEB2_PHAVU	2	0	0
up_Q9FIM8_Q9FIM8_ARATH	2	0	0
up_Q43856_Q43856_VICFA	2	0	0
up_Q9SM12_Q9SM12_MAIZE	6	1	0
up_Q9LEG6_Q9LEG6_SOLLC	7	1	0
up_Q9SI61_Q9SI61_ARATH	2	0	0
up_Q9M7G8_Q9M7G8_ARAGL	2	0	0
up_Q8RWM8_Q8RWM8_ARATH	2	0	0
up_Q9XEI5_Q9XEI5_MAIZE	2	0	0
up_O23349_O23349_ARATH	3	1	0
up_Q43817_Q43817_PEA	2	0	0
up_Q9FNE9_ATXR6_ARATH	2	0	0
up_Q9SW90_Q9SW90_EUPCH	3	1	0
up_Q94BW3_Q94BW3_CINCA	3	1	0
up_Q9SW10_Q9SW10_ARATH	2	0	0
up_O65917_O65917_SOLLC	3	0	0
up_Q9M7F2_Q9M7F2_CHLRE	3	1	0
up_Q8RVP2_Q8RVP2_9FABA	2	0	0
up_O22841_O22841_ARATH	2	0	0
up_Q9FVL2_Q9FVL2_SOLLC	2	0	0
up_O49154_O49154_SOYBN	3	1	0
up_P92941_CLCA_ARATH	2	0	0
up_Q9ATV7_Q9ATV7_HORVU	2	0	0
up_Q9AUH1_Q9AUH1_AGRCR	2	0	0
up_Q9FEH8_Q9FEH8_BRANA	6	0	0
up_Q9XED9_Q9XED9_SOLME	2	0	0
up_Q948Q6_Q948Q6_PHYPA	2	0	0
up_Q9SZ27_Q9SZ27_ARATH	2	0	0
up_Q9SRH4_PEL7_ARATH	2	0	0
up_P93230_P93230_SOLLC	3	1	0
up_Q03107_Q03107_WHEAT	2	0	0
up_Q9STL4_Q9STL4_ARATH	2	0	0
up_Q94CL6_Q94CL6_ARATH	2	0	0
up_O80842_O80842_ARATH	2	0	0
up_Q9ZP23_Q9ZP23_BRAJU	2	0	0
up_O81078_GLR29_ARATH	2	0	0
up_Q9MB58_Q9MB58_ARATH	2	0	0
up_P93668_P93668_HORVU	2	0	0
pfam21_Q9FY41_Q9FY41_ARTAN	2	0	0
up_O64404_TPSD4_ABIGR	2	0	0
up_Q9SAP1_Q9SAP1_SOLTU	2	0	0
up_Q9SBI2_Q9SBI2_MAIZE	2	0	0
up_Q941L8_Q941L8_WHEAT	2	1	0
up_O22415_O22415_SAMNI	3	1	0
up_O64986_O64986_PEPCA	4	0	0
up_O65854_O65854_TOBAC	2	0	0
up_Q41259_Q41259_9POAL	2	0	0
up_Q9M0D4_Q9M0D4_ARATH	2	0	0
up_Q93Y01_UBP9_ARATH	2	0	0
pfam21_Q9LIB9_Q9LIB9_ARATH	2	0	0
up_Q8RXG8_Q8RXG8_ARATH	2	1	0
pfam21_Q9SGX4_Q9SGX4_ARATH	2	0	0
up_Q9ZTQ7_Q9ZTQ7_SOLTU	2	0	0
up_Q9ST67_Q9ST67_SOLTU	2	0	0
up_Q40413_Q40413_NICRU	2	0	0
up_O65493_XCP1_ARATH	2	0	0
up_Q9LRJ1_Q9LRJ1_WHEAT	2	0	0
up_Q9FV37_Q9FV37_9POAL	2	0	0
pfam21_O64451_O64451_ORYSA	2	0	0
up_Q8W430_Q8W430_WHEAT	2	0	0
up_Q9LKW5_Q9LKW5_AEGTA	5	1	0
up_Q9SP19_Q9SP19_HELAN	2	0	0
pfam21_Q9SQI7_Q9SQI7_ARATH	4	1	0
up_Q9FXH6_CNGC8_ARATH	3	0	0
up_Q9M7C9_TPSDB_ABIGR	2	0	0
up_Q43862_Q43862_MAIZE	2	0	0
up_Q9LY58_Q9LY58_ARATH	2	0	0
up_Q38910_XTH23_ARATH	2	0	0
up_O81415_PME39_ARATH	2	0	0
up_Q8S5T1_Q8S5T1_ORYSJ	2	0	0
up_Q9STB4_Q9STB4_IPOBA	3	1	0
up_Q9T0J5_Q9T0J5_ARATH	2	0	0
up_O23516_TPS02_ARATH	2	0	0
up_Q9SD72_Q9SD72_ARATH	2	0	0
up_O24376_O24376_SOLTU	2	0	0
up_O81191_SCS_SALOF	2	0	0
up_Q43248_Q43248_MAIZE	3	0	0
up_O80404_O80404_9ROSI	2	0	0
up_Q38857_XTH22_ARATH	2	0	0
up_Q9LKL4_Q9LKL4_MAIZE	2	0	0
up_Q40601_Q40601_OCHDN	2	0	0
up_Q9SM58_Q9SM58_PEA	2	0	0
up_Q43580_Q43580_TOBAC	2	0	0
up_Q9FJ97_Q9FJ97_ARATH	2	1	2
up_Q9M1C7_AB9C_ARATH	4	1	0
up_Q9LH31_Q9LH31_ARATH	2	0	0
up_Q9SQI8_Q9SQI8_ARATH	3	0	0
up_Q9XGD0_Q9XGD0_MAIZE	4	0	0
up_Q9LFZ2_Q9LFZ2_ARATH	2	0	0
up_Q8S334_Q8S334_SOLPN	2	0	0
up_Q94EL5_Q94EL5_SACOF	2	0	0
up_Q8W4R3_RH30_ARATH	2	0	0
up_Q9XH40_Q9XH40_SAMSA	6	1	0
up_Q94BX1_Q94BX1_ARATH	3	0	0
up_Q9AR66_Q9AR66_SCEOB	2	0	0
up_Q9C749_Q9C749_ARATH	2	0	0
up_Q9SQ51_Q9SQ51_AEGSP	2	1	0
up_Q9SW46_Q9SW46_ARATH	6	0	0
up_Q9STA0_Q9STA0_NICSY	2	0	0
up_Q9XJ25_Q9XJ25_SOLTU	2	0	0
up_Q9SPH5_Q9SPH5_MANES	2	1	0
up_Q9ZPZ5_Q9ZPZ5_ARATH	2	0	0
up_Q9LN87_Q9LN87_ARATH	2	1	1
up_Q9XE93_Q9XE93_MAIZE	2	0	0
up_Q94C05_Q94C05_IPOBA	2	0	0
up_Q9LUE2_Q9LUE2_ARATH	2	0	0
up_O50031_O50031_OCHDN	2	0	0
up_Q9LL39_Q9LL39_ARATH	2	0	0
up_Q9SCA0_Q9SCA0_LEMMI	2	0	0
up_Q9M4K8_Q9M4K8_SOLTU	2	0	0
up_Q9FV75_Q9FV75_9LAMI	2	0	0
up_Q9FJI5_G6PD6_ARATH	2	0	0
up_Q9SAY3_CHI7_ORYSI	2	0	0
up_O24641_O24641_ANACO	2	0	0
up_Q56WN1_GLN11_ARATH	2	0	0
up_Q946D5_Q946D5_ARATH	2	0	0
up_Q93Z78_Q93Z78_ARATH	2	0	0
up_O23791_BROM1_ANACO	2	0	0
up_Q9M2T8_Q9M2T8_ARATH	2	1	0
up_Q42793_Q42793_SOYBN	6	0	0
up_Q9MAC8_Q9MAC8_ARATH	2	1	0
up_Q8W431_Q8W431_WHEAT	2	0	0
up_Q8W1C1_Q8W1C1_BRAJU	3	1	0
up_Q9M3Z6_Q9M3Z6_CICAR	2	1	0
up_Q94ET0_Q94ET0_HEVBR	2	1	0
up_O81986_O81986_HELTU	2	0	0
up_Q9LNC1_Q9LNC1_ARATH	2	0	0
up_Q8W011_Q8W011_HORVU	2	0	0
up_Q9FIM6_Q9FIM6_ARATH	2	0	0
up_Q9SQH2_Q9SQH2_BRANA	2	0	0
up_O80431_O80431_TOBAC	2	0	0
up_Q9LNA9_Q9LNA9_ARATH	2	0	0
up_O04675_O04675_HORVU	2	0	0
up_Q94CB1_PME25_ARATH	2	0	0
up_Q40838_Q40838_PICGL	2	0	0
pfam21_Q9C721_Q9C721_ARATH	2	0	0
up_Q9M7H8_Q9M7H8_BOEDR	2	0	0
up_Q96409_Q96409_DAUCA	2	0	0
up_O24483_O24483_MEDSA	2	0	0
up_Q93YF9_Q93YF9_MEDTR	2	0	0
up_Q9M7H7_Q9M7H7_ARAHO	2	0	0
up_Q9FSG8_Q9FSG8_MESCR	2	1	1
up_O65434_O65434_ARATH	2	0	0
up_Q9C7F2_AB14B_ARATH	4	1	0
up_Q940N0_Q940N0_ARATH	2	0	0
up_Q9AW95_Q9AW95_CATRO	2	0	0
up_O65341_O65341_SACRO	2	0	0
up_P92960_KAT3_ARATH	2	0	0
up_Q9SC36_Q9SC36_PEA	2	0	0
pfam21_Q9SRV2_SUVR3_ARATH	2	0	0
up_Q9ZP10_Q9ZP10_CICAR	2	0	0
up_Q9LE77_Q9LE77_ARATH	2	0	0
up_Q9FY05_Q9FY05_9ROSI	8	1	0
up_Q9LQX6_Q9LQX6_ARATH	3	1	0
up_O48552_O48552_ARATH	3	1	0
up_Q9FV14_Q9FV14_CUCPE	2	0	0
up_Q40668_Q40668_ORYSA	2	0	0
up_Q9LHB6_Q9LHB6_ARATH	2	1	0
up_Q43448_Q43448_SOYBN	2	0	0
up_Q945S2_Q945S2_SAMNI	3	1	0
up_O04071_O04071_SAMNI	3	1	0
up_Q8S3A4_Q8S3A4_CUCME	2	0	0
up_Q8W180_Q8W180_BRAOL	3	0	0
up_Q8W2E7_Q8W2E7_IRIHO	3	1	0
up_Q93ZK1_Q93ZK1_ARATH	2	1	3
up_Q9SG15_Q9SG15_ARATH	2	0	0
up_Q9ZTQ8_Q9ZTQ8_SOLTU	2	0	0
up_Q9FXQ4_Q9FXQ4_PEA	2	0	0
up_O65330_O65330_ELAUM	2	0	0
up_Q8S3A5_Q8S3A5_LACSA	2	0	0
up_Q8VXS4_Q8VXS4_BETVU	2	0	0
up_Q9SLS6_Q9SLS6_TRITU	2	1	0
up_Q9M7D0_TPSD9_ABIGR	2	0	0
up_Q8VYS0_Q8VYS0_ARATH	2	0	0
up_Q39478_Q39478_9STRA	6	0	0
up_Q9M7H3_Q9M7H3_ARABL	2	0	0
up_Q9MAM6_Q9MAM6_ARATH	3	1	0
up_Q9ZTG4_Q9ZTG4_CUPHO	2	1	0
pfam21_O23517_O23517_ARATH	3	0	0
up_Q947A7_Q947A7_9VIRI	2	0	0
up_Q8S3R9_Q8S3R9_ORYSJ	2	0	0
up_Q9XG78_Q9XG78_9GENT	2	0	0
up_Q9ZRQ2_Q9ZRQ2_ARATH	2	1	0
up_Q96466_Q96466_HORVU	2	0	0
up_Q43150_Q43150_SAMNI	2	0	0
up_Q8RX91_Q8RX91_ELAOL	2	1	0
up_Q9FEU1_Q9FEU1_9ROSI	2	0	0
up_O49006_PME3_ARATH	2	0	0
up_Q9SDY6_Q9SDY6_SOYBN	2	0	0
up_O49289_RH29_ARATH	3	0	0
up_O65437_O65437_ARATH	2	0	0
up_Q43527_Q43527_SOLLC	2	0	0
up_Q9SXD2_Q9SXD2_ARATH	2	0	0
up_Q9AVA8_Q9AVA8_CUCME	2	0	0
up_Q9M2U5_Q9M2U5_ARATH	2	0	0
up_O04186_O04186_ORYSA	2	0	0
pfam21_Q9SW59_Q9SW59_ARATH	3	1	0
up_Q93X00_Q93X00_EUCCA	5	1	0
up_Q9FV38_Q9FV38_PSAJU	2	0	0
up_Q9SLS9_Q9SLS9_TRITU	2	1	0
up_Q9XEL1_Q9XEL1_BRAJU	2	0	0
up_Q9ZST6_Q9ZST6_ARATH	2	1	1
pfam21_Q94IP5_Q94IP5_ARATH	3	0	0
up_Q8W0Q7_Q8W0Q7_SORBI	2	1	0
up_Q949J2_Q949J2_CUPLA	2	1	0
up_O24379_O24379_SOLTU	2	0	0
up_Q8W595_SUVR4_ARATH	2	0	0
up_Q9SMY6_PME45_ARATH	2	0	0
up_Q93Y73_Q93Y73_ORYSJ	2	0	0
up_Q9M7G5_Q9M7G5_9BRAS	2	0	0
up_Q9STY4_Q9STY4_ARATH	3	0	0
up_Q9LPM4_Q9LPM4_ARATH	7	1	0
pfam21_Q9LQS5_Q9LQS5_ARATH	2	1	0
up_Q9XF56_Q9XF56_SANAU	2	0	0
up_Q9FVI5_Q9FVI5_ARATH	2	0	0
up_Q8W3M2_Q8W3M2_CITUN	2	0	0
up_Q9SV61_XTH1_ARATH	2	0	0
up_Q947M1_Q947M1_BETVU	2	1	0
up_O04367_O04367_SAMNI	3	1	0
up_Q8S2V8_Q8S2V8_CHLRE	2	0	0
up_Q40326_Q40326_MEDSA	6	0	0
up_Q8RWN9_OPD22_ARATH	3	0	0
up_Q94B11_Q94B11_VITVI	2	0	0
pfam21_Q9C5K1_Q9C5K1_ARATH	2	0	0
up_Q9ZRG0_Q9ZRG0_WHEAT	2	0	0
up_Q8W0X0_Q8W0X0_ORYSI	2	0	0
up_O65856_O65856_TOBAC	2	0	0
up_Q944F3_Q944F3_SOLLC	2	0	0
up_Q9XGF1_Q9XGF1_WHEAT	2	0	0
up_Q9AR67_Q9AR67_9ASTR	2	0	0
up_Q9FRX5_Q9FRX5_CUCSA	3	0	0
up_Q38970_Q38970_ARATH	6	0	0
pfam21_Q96227_Q96227_ACTDE	2	0	0
pfam21_O49410_O49410_ARATH	2	0	0
up_Q43638_Q43638_SECCE	2	0	0
up_Q9LIP9_Q9LIP9_ARATH	3	1	0
up_Q9LNJ0_CNG10_ARATH	3	0	0
up_Q9FUU6_Q9FUU6_WHEAT	2	1	0
up_Q93ZL6_Q93ZL6_ARATH	2	1	0
up_O65069_O65069_PICMA	2	0	0
up_Q9M5A3_Q9M5A3_HORVU	2	1	0
up_Q944U7_Q944U7_CARPA	2	0	0
up_O65645_O65645_ARATH	2	0	0
up_Q9FV23_Q9FV23_SOLLC	6	0	0
up_O24390_O24390_SOLTU	5	0	0
up_O22658_O22658_CITLA	3	1	0
up_Q9LNY4_Q9LNY4_ARATH	2	0	0
up_Q9LHD1_AB15B_ARATH	4	1	0
pfam21_Q9SH52_Q9SH52_ARATH	2	1	0
pfam21_Q8RXK7_Q8RXK7_ARATH	2	0	0
up_Q8W170_Q8W170_ORYSA	2	0	0
up_Q43800_Q43800_TOBAC	2	0	0
up_Q9XEI0_Q9XEI0_STERE	2	0	0
up_Q9ZT60_Q9ZT60_SAMNI	2	0	0
pfam21_Q9FXK7_Q9FXK7_ARATH	3	1	0
pfam21_Q9FPT3_Q9FPT3_ARATH	2	0	0
up_Q9LJE2_Q9LJE2_ARATH	2	0	0
up_Q43423_Q43423_DIACA	3	0	0
up_Q9C5P4_SUVH3_ARATH	3	0	0
up_Q9M7F4_Q9M7F4_BOEPA	2	0	0
up_Q9FZ57_TPS2_ARATH	2	0	0
up_Q93XR7_Q93XR7_9ROSI	2	0	0
up_Q39041_Q39041_ARATH	2	0	0
up_Q8VZR2_ASD2_ARATH	2	0	0
up_O23206_O23206_ARATH	2	0	0
up_Q93YV0_Q93YV0_ARATH	2	0	0
up_Q43190_Q43190_SOLTU	2	0	0
up_Q93XE4_Q93XE4_ORYSJ	2	0	0
up_Q94C47_Q94C47_BRANA	2	0	0
up_Q9LZJ4_Q9LZJ4_ARATH	2	0	0
up_Q8GX86_PME21_ARATH	2	0	0
up_Q39128_KAT1_ARATH	2	0	0
up_Q9SB83_Q9SB83_PINSY	2	0	0
up_Q9SEE6_Q9SEE6_SOLTU	2	0	0
up_Q9M9W7_PME22_ARATH	2	0	0
up_Q9FV22_Q9FV22_CINCA	3	1	0
up_Q41539_Q41539_WHEAT	2	0	0
up_Q9FXV9_Q9FXV9_LACSA	2	0	0
pfam21_Q9FG10_Q9FG10_ARATH	2	0	0
up_Q8W2E8_Q8W2E8_IRIHO	3	1	0
up_O81444_O81444_ORYSA	2	0	0
up_Q9LZX8_Q9LZX8_ARATH	2	0	0
up_Q9M9S2_PEL3_ARATH	2	0	0
up_Q43440_Q43440_SOYBN	2	0	0
up_Q9FLG1_BXL4_ARATH	2	0	0
up_O65331_O65331_ELAUM	2	0	0
up_O22229_O22229_ARATH	2	0	0
up_Q947A4_Q947A4_BIGNA	2	0	0
up_Q941H1_Q941H1_TOBAC	2	0	0
up_Q8RW18_Q8RW18_PRUPE	2	1	0
up_Q93X60_Q93X60_CICIN	2	0	0
up_O22405_O22405_PETCR	2	0	0
up_Q9XEI3_Q9XEI3_HORVD	2	0	0
pfam21_Q9CAF6_Q9CAF6_ARATH	6	1	0
up_Q96325_Q96325_ARATH	2	0	0
pfam21_O23617_O23617_ARATH	2	0	0
up_O50013_O50013_PHAAU	2	1	0
up_Q39451_Q39451_CICAR	2	0	0
up_Q9LQU9_Q9LQU9_ARATH	3	0	0
up_Q9M4W5_Q9M4W5_PERFR	3	1	0
up_Q41358_Q41358_SAMNI	3	1	0
up_O24371_O24371_SOLTU	2	0	0
up_Q9AU60_Q9AU60_SCEOB	2	0	0
up_O80792_RH33_ARATH	2	0	0
up_Q9SQT8_DHQSD_ARATH	3	1	2
up_O81144_O81144_SOLTU	2	0	0
up_Q9SC90_Q9SC90_MEDTR	2	0	0
up_Q9SAM9_Q9SAM9_ARATH	2	0	0
up_Q9M7F7_Q9M7F7_ARAMC	2	0	0
up_Q9LKV4_Q9LKV4_ARATH	2	1	0
pfam21_Q9FVI8_Q9FVI8_ARATH	2	0	0
pfam21_Q9LUW0_Q9LUW0_ARATH	2	0	0
up_Q9SUS9_CPR4_ARATH	2	0	0
up_O65272_O65272_ARATH	2	0	0
pfam21_Q9SMY7_Q9SMY7_ARATH	2	0	0
up_Q9M7H1_Q9M7H1_ARAFE	2	0	0
up_O23240_O23240_ARATH	2	0	0
up_Q8RXR0_Q8RXR0_ARATH	2	0	0
up_Q9M654_Q9M654_POLML	3	1	0
up_Q9ZPY9_Q9ZPY9_ARATH	3	1	0
up_Q93YI7_Q93YI7_VITVI	3	0	0
up_Q9LEE2_Q9LEE2_WHEAT	2	1	0
pfam21_Q9SLL0_Q9SLL0_ARATH	3	0	0
up_Q41525_Q41525_WHEAT	6	0	0
up_Q94EL4_Q94EL4_SORBI	2	0	0
up_Q9SM30_Q9SM30_TAROF	2	0	0
up_O24658_O24658_ARATH	2	0	0
up_Q8RXK7_PME41_ARATH	2	0	0
up_Q946Z7_Q946Z7_BIGNA	2	0	0
up_Q38710_TPSDV_ABIGR	3	0	0
up_Q9LFP5_PEL19_ARATH	2	0	0
up_P93618_P93618_VICFA	2	0	0
up_Q9FYK3_Q9FYK3_ARATH	2	0	0
up_Q9AXU4_Q9AXU4_9SOLA	3	1	0
up_O65531_O65531_ARATH	3	0	0
up_Q42995_Q42995_ORYSA	2	0	0
up_Q9LLC3_Q9LLC3_ASPOF	2	0	0
up_Q9LEZ5_Q9LEZ5_ARATH	2	0	0
up_O04206_O04206_ARATH	3	0	0
up_Q9LKN1_Q9LKN1_GOSHI	2	0	0
up_O81129_O81129_ARATH	2	0	0
up_O48930_O48930_SOYBN	5	0	0
up_Q9C6V7_Q9C6V7_ARATH	3	1	0
up_Q9FQ27_Q9FQ27_SOLHA	2	0	0
up_Q9SIK4_Q9SIK4_ARATH	2	0	0
up_Q9S9K0_Q9S9K0_ARATH	3	0	0
up_Q0WQF7_OPD21_ARATH	4	1	0
up_Q94E55_Q94E55_ORYSJ	4	1	0
up_Q8W193_Q8W193_GOSHI	2	0	0
up_Q9SB51_UBP16_ARATH	2	0	0
up_Q8RYB1_Q8RYB1_WHEAT	2	0	0
up_P92942_CLCB_ARATH	2	0	0
up_Q8W2Z8_Q8W2Z8_ORYSA	2	0	0
up_O24374_O24374_ARATH	2	0	0
up_Q94KD8_BXL2_ARATH	2	0	0
up_Q9FK05_PME61_ARATH	2	0	0
up_Q9S988_Q9S988_BRANA	2	0	0
up_Q944B8_Q944B8_SAMNI	2	0	0
up_Q9LXD9_PME51_ARATH	2	0	0
up_Q9FF80_SUVH1_ARATH	3	0	0
up_Q9SEE7_Q9SEE7_SOLTU	2	0	0
up_P93349_XTH_TOBAC	2	0	0
up_Q93ZJ8_Q93ZJ8_ARATH	2	0	0
up_Q9SCF5_Q9SCF5_DAUCA	2	0	0
pfam21_Q9SGY1_MDR10_ARATH	4	1	0
up_O24320_O24320_PHAVU	2	0	0
up_Q8SB39_Q8SB39_ORYSA	2	0	0
up_Q9C6W6_Q9C6W6_ARATH	2	0	0
pfam21_Q9ST45_Q9ST45_ARTAN	2	0	0
pfam21_Q9LU03_Q9LU03_ARATH	2	0	0
up_Q9FUH3_Q9FUH3_VIGUS	2	0	0
up_O04926_O04926_SOLTU	5	0	0
up_O23950_O23950_GOSHI	2	0	0
up_Q9FF59_Q9FF59_ARATH	2	1	0
up_Q9FJ99_Q9FJ99_ARATH	2	1	3
up_Q9FT37_TASY_TAXCH	2	0	0
up_Q8W303_Q8W303_ORYSA	2	0	0
up_Q8S902_Q8S902_SOYBN	2	0	0
up_Q9LP42_Q9LP42_ARATH	2	0	0
up_O04998_O04998_MEDTR	2	0	0
up_Q9LRZ6_MYRS2_ARATH	2	0	0
up_P93671_P93671_HORVU	2	0	0
up_Q9M0D1_XTH19_ARATH	2	0	0
up_Q9FRV1_CHIA_SECCE	2	0	0
pfam21_Q9LQS3_Q9LQS3_ARATH	2	0	0
up_Q9SL33_Q9SL33_ARATH	2	1	0
up_O64405_TPSD5_ABIGR	2	0	0
up_O82457_O82457_9GENT	2	0	0
up_O81634_O81634_ELAOL	2	0	0
up_Q9M7Q8_Q9M7Q8_TOBAC	2	0	0
up_Q39870_Q39870_SOYBN	2	0	0
up_Q42950_Q42950_TOBAC	2	0	0
pfam21_Q9S7U4_Q9S7U4_ORYSA	2	1	0
up_O81748_O81748_ARATH	2	0	0
up_Q9CAG3_LOX6_ARATH	2	0	0
pfam21_O81516_O81516_ARATH	2	0	0
up_O81923_O81923_CAPAA	2	0	0
up_Q9XHD8_Q9XHD8_SOLLC	2	0	0
up_P93008_RH21_ARATH	2	0	0
up_Q67XW5_UBP18_ARATH	2	0	0
up_Q9SGW8_Q9SGW8_ARATH	3	1	0
up_Q9LKJ0_Q9LKJ0_ORYSA	2	0	0
up_Q9FHN1_Q9FHN1_ARATH	3	0	0
up_Q9S9J1_Q9S9J1_ARATH	3	0	0
up_Q94G53_Q94G53_ARTAN	2	0	0
up_Q9M653_Q9M653_POLML	3	1	0
up_Q9SQF7_Q9SQF7_BRAJU	3	1	0
up_Q43189_Q43189_SOLTU	2	0	0
up_Q9FYU6_Q9FYU6_9ROSI	2	0	0
up_Q9SXJ1_Q9SXJ1_ARAGE	2	0	0
up_Q9FT17_Q9FT17_SOLLC	2	0	0
pfam21_Q9FXJ3_Q9FXJ3_ARATH	2	1	0
up_Q93YI8_Q93YI8_CORAV	2	0	0
up_O81350_O81350_ENTIN	2	0	0
up_O48935_O48935_MENPI	2	0	0
up_Q9FN41_Q9FN41_ARATH	2	0	0
up_Q9AVR2_Q9AVR2_9DIPS	3	1	0
up_O23805_O23805_9CARY	2	0	0
up_O49546_O49546_ARATH	2	0	0
up_Q41215_Q41215_SOLLC	2	0	0
up_Q9AXM7_Q9AXM7_PERFR	2	0	0
up_Q9FZ56_Q9FZ56_ARATH	4	0	0
up_Q9SPN0_Q9SPN0_ARTAN	2	0	0
up_Q9FY03_Q9FY03_9ROSI	2	0	0
up_Q9SES5_Q9SES5_BRANA	2	0	0
up_Q94FR6_Q94FR6_MAIZE	2	0	0
up_Q949A2_Q949A2_PEA	2	0	0
up_Q38907_XTH25_ARATH	2	0	0
up_Q94FS5_Q94FS5_LINUS	2	0	0
up_Q94FS1_Q94FS1_LOLRI	2	0	0
up_Q9SQ58_Q9SQ58_WHEAT	2	1	0
up_Q42993_CHI1_ORYSJ	2	0	0
up_Q94ED6_Q94ED6_ORYSJ	2	0	0
up_Q9XIZ0_Q9XIZ0_SOLTU	2	0	0
up_Q9SNY6_Q9SNY6_SACOF	3	0	0
up_O65709_O65709_ARATH	2	0	0
up_O65749_O65749_CICAR	3	1	0
up_O48911_O48911_MAGVI	4	0	0
up_Q38849_KAT2_ARATH	2	0	0
up_Q9FWX7_AB11B_ARATH	4	1	0
up_Q9ATV8_Q9ATV8_HORVU	2	0	0
pfam21_P93653_P93653_ARATH	2	0	0
up_Q9FKS0_Q9FKS0_ARATH	2	0	0
up_Q43391_Q43391_BRANA	2	0	0
up_Q38777_Q38777_ALLSA	2	0	0
up_Q40485_Q40485_TOBAC	2	0	0
up_O23651_O23651_ARATH	2	0	0
up_Q9LTP4_Q9LTP4_ARATH	2	0	0
up_Q96454_Q96454_SOYBN	2	0	0
up_Q8W3L6_Q8W3L6_ORYSI	4	1	1
up_Q949H9_Q949H9_FESPR	2	0	0
up_Q9LUE0_Q9LUE0_ARATH	2	0	0
pfam21_Q8VYX2_AKT1_ORYSA	8	1	0
up_Q9C8F5_Q9C8F5_ARATH	2	0	0
up_Q42947_Q42947_TOBAC	3	0	0
pfam21_Q9SG75_Q9SG75_ARATH	6	1	0
up_O22149_PME17_ARATH	2	0	0
up_Q9FY73_Q9FY73_ARATH	3	1	0
up_Q9FIM5_Q9FIM5_ARATH	2	0	0
pfam21_Q9FY44_Q9FY44_ARATH	3	1	0
up_Q9SGN2_Q9SGN2_ARATH	2	1	0
up_Q944M3_Q944M3_ARATH	2	0	0
up_Q9C8E7_GLR33_ARATH	2	0	0
up_Q42792_Q42792_SOYBN	2	0	0
up_Q9LYA3_Q9LYA3_ARATH	2	0	0
up_Q40028_Q40028_HORVU	2	1	0
up_Q42970_Q42970_ORYSA	2	0	0
up_O23804_O23804_9CARY	2	0	0
up_Q947A8_Q947A8_9VIRI	2	0	0
up_Q9LKI9_Q9LKI9_ORYSA	2	0	0
up_Q94B08_GCP1_ARATH	2	0	0
